6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.02632961906e-06
1.0	0.00133200177512	313644121.994
2.0	0.00266134751302	442214099.49
3.0	0.00398804778503	473558758.827
4.0	0.00531211309945	494185418.432
5.0	0.00663355390211	511634284.725
6.0	0.00795238057685	527578880.352
7.0	0.00926860344599	542642580.438
8.0	0.0105822327709	557118029.642
9.0	0.0118932787522	571164609.692
10.0	0.0132017515308	584880212.583
