6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.2887399077e-06
1.0	0.00133200177512	282045979.066
2.0	0.00266134751303	418522870.136
3.0	0.00398804778503	446843325.707
4.0	0.00531211309945	463437136.962
5.0	0.00663355390211	476908012.821
6.0	0.00795238057685	489063100.797
7.0	0.00926860344599	500543746.335
8.0	0.0105822327709	511634234.751
9.0	0.0118932787522	522459972.853
10.0	0.0132017515308	533098664.276
