6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	2.47583238773e-06
1.0	0.00133200177512	309671155.935
2.0	0.00266134751302	439749629.757
3.0	0.00398804778503	467946339.726
4.0	0.00531211309945	485827487.697
5.0	0.00663355390211	500782159.004
6.0	0.00795238057685	514411636.179
7.0	0.00926860344599	527320198.634
8.0	0.0105822327709	539774943.206
9.0	0.0118932787522	551917959.147
10.0	0.0132017515308	563829738.737
