5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.02931166503e-05	3.23338529729e-07	-3.18311437344e-07	3.23338529729e-07	8.02987619642e-06	-4.90347894777e-07	-3.18311437344e-07	-4.90347894777e-07	8.18726857706e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02931166503e-05	3.23338529729e-07	-3.18311437344e-07	3.23338529729e-07	8.02987619642e-06	-4.90347894777e-07	-3.18311437344e-07	-4.90347894777e-07	8.18726857706e-06	0.0	2.47583238773e-06
1	nan	nan	1	1	32.0	32.0	32.0	1.002	9.51754012804e-21	-8.06004323583e-19	-3.12674271545e-22	1.0	-7.5255744417e-19	-4.64048323642e-22	7.19667812436e-21	1.0	476840995.377	-3112605.19589	-375678.367007	-3106392.47457	169261953.325	-2119516.95354	-374928.550932	-2119516.96657	165912020.01	0.001998002662673058	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-4.440892098500627e-16	476840995.377	-3106392.4110678644	-374928.50998702593	-3106392.47457	168924105.11477044	-2115286.380778443	-374928.5509320001	-2115286.393782435	165580858.29341316	0.00133200177512	309671155.935
2	nan	nan	1	1	32.0	32.0	32.0	1.004	2.53844669392e-20	2.64339874966e-18	4.89690922631e-21	1.0	9.43040492231e-19	-1.96033533369e-20	-4.91585166234e-20	1.0	833601739.775	-3751504.01682	648239.026269	-3736558.03595	397502442.558	-1093222.51317	645657.047147	-1093221.90574	393486605.549	0.003992021269537457	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	833601739.775	-3736557.785677291	645656.4006663347	-3736558.0359500004	395918767.48804784	-1088867.0449900397	645657.047147001	-1088866.4399800792	391918929.8296813	0.00266134751302	439749629.757
3	nan	nan	1	1	32.0	32.0	32.0	1.006	9.19566347218e-20	-7.6998514706e-18	9.92782171186e-21	1.0	-1.06412236312e-18	-2.46913412847e-20	-6.63398851268e-21	1.0	1121319478.89	-3913637.6229	2265451.70166	-3890297.22439	658264897.036	328994.884053	2251939.14622	328994.925266	656458075.13	0.005982071677547469	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1121319478.89	-3890295.847813121	2251940.0612922464	-3890297.22439	654338863.8528827	327032.68792544736	2251939.146219995	327032.7288926434	652542818.220676	0.00398804778503	467946339.726
4	nan	nan	1	1	32.0	32.0	32.0	1.008	3.20305012696e-20	-7.65043632119e-19	2.48154183766e-21	1.0	-2.72759498267e-19	-1.87786542662e-20	6.11675247565e-20	1.0	1401512363.16	-3772206.71938	3423550.63221	-3742269.289	923433809.78	1149380.32717	3396376.78429	1149378.61537	922754684.543	0.007968169649176881	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	1401512363.1600003	-3742268.5708134924	3396379.5954464287	-3742269.2890000003	916104970.0198413	1140258.261081349	3396376.784289999	1140256.5628670633	915431234.6656746	0.00531211309945	485827487.697
5	nan	nan	1	1	32.0	32.0	32.0	1.01	-6.88462423828e-21	1.77364397816e-18	-4.84562402834e-21	1.0	-2.91460728428e-18	-1.64675116347e-20	1.1232533692e-19	1.0	1679203236.85	-3598501.68539	4225236.53478	-3562865.49778	1190425518.09	1658380.57613	4183395.00172	1658377.83239	1190184172.63	0.009950330853168092	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1679203236.85	-3562872.9558316832	4183402.5096831685	-3562865.49778	1178639126.821782	1641960.9664653467	4183395.001720002	1641958.2498910858	1178400170.920792	0.00663355390211	500782159.004
6	nan	nan	1	1	32.0	32.0	32.0	1.012	1.1482259519e-19	-8.27170603668e-18	-1.528629772e-20	1.0	-1.92190783115e-18	-9.28361345081e-20	6.03841847164e-20	1.0	1955471508.6	-3467569.42422	4812632.48906	-3426443.47527	1458498970.27	1997502.6495	4755558.72255	1997493.11016	1458432000.6	0.011928570865273812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1955471508.5999997	-3426452.000217391	4755565.700652174	-3426443.4752699994	1441204516.077075	1973816.8473320159	4755558.722549988	1973807.4211067164	1441138340.5138338	0.00795238057685	514411636.179
7	nan	nan	1	1	32.0	32.0	32.0	1.014	-1.13332842907e-19	-7.59738757414e-18	-7.95747749276e-20	1.0	-3.99194054896e-19	-1.12187197758e-19	1.18932028473e-19	1.0	2230726178.55	-3392956.47565	5272896.95526	-3346081.27452	1727375910.13	2225224.53369	5200061.77881	2225209.34929	1727379809.66	0.013902905168991434	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	0.0	2230726178.55	-3346110.9227317553	5200095.616627219	-3346081.2745200004	1703526538.5897439	2194501.512514793	5200061.778809988	2194486.537761341	1703530384.2800791	0.00926860344599	527320198.634
8	nan	nan	1	1	32.0	32.0	32.0	1.016	2.40875821556e-19	2.84535220788e-18	-5.61672179536e-20	1.0	-3.13628837972e-18	-1.24232601838e-19	2.75189754907e-19	1.0	2505150440.87	-3357492.68364	5640069.20456	-3304573.08144	1996933528.97	2383059.82275	5551209.55624	2383049.86153	1996976260.64	0.015873349156290163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2505150440.8700004	-3304618.7831102363	5551249.217086615	-3304573.0814399994	1965485756.8602364	2345531.321604331	5551209.556240005	2345521.517253931	1965527815.5905514	0.0105822327709	539774943.206
9	nan	nan	1	1	32.0	32.0	32.0	1.018	1.66908504001e-20	1.46219443023e-17	-2.89513214394e-20	1.0	-3.95754637909e-18	3.82289791898e-19	2.1160438122e-19	1.0	2778841866.16	-3347475.65625	5947169.36402	-3288227.10559	2267111054.01	2495897.84975	5841974.38794	2495881.8965	2267188006.89	0.017839918128331016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2778841866.16	-3288286.4992632614	5842013.127721023	-3288227.10559	2227024611.011788	2451766.0606581536	5841974.387940033	2451750.3894891855	2227100203.231827	0.0118932787522	551917959.147
