6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.3876520104e-06
1.0	0.00133200177512	306886583.795
2.0	0.00266134751303	437046757.448
3.0	0.00398804778503	466529132.014
4.0	0.00531211309945	484915180.321
5.0	0.00663355390211	500187913.002
6.0	0.00795238057685	514080508.356
7.0	0.00926860344599	527224599.593
8.0	0.0105822327709	539900188.333
9.0	0.0118932787522	552246189.126
10.0	0.0132017515308	564347894.115
