6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	5.6760580398e-07
1.0	0.00133200177512	317373341.532
2.0	0.00266134751302	445267226.368
3.0	0.00398804778503	477309858.128
4.0	0.00531211309945	498949005.861
5.0	0.00663355390211	517403244.251
6.0	0.00795238057685	534289396.772
7.0	0.00926860344599	550231298.965
8.0	0.0105822327709	565530072.815
9.0	0.0118932787522	580352776.123
10.0	0.0132017515308	594806209.634
