6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	5.00567377979e-06
1.0	0.00133200177512	332325565.882
2.0	0.00266134751302	457898400.46
3.0	0.00398804778503	485168151.201
4.0	0.00531211309945	503099895.261
5.0	0.00663355390211	518333191.557
6.0	0.00795238057685	532215538.453
7.0	0.00926860344599	545313486.794
8.0	0.0105822327709	557926293.177
9.0	0.0118932787522	570204990.226
10.0	0.0132017515308	582237005.811
