6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	9.55902599079e-07
1.0	0.00133200177512	312137687.843
2.0	0.00266134751303	441325411.452
3.0	0.00398804778503	471301391.943
4.0	0.00531211309945	490377561.045
5.0	0.00663355390211	506359350.079
6.0	0.00795238057685	520942218.742
7.0	0.00926860344599	534747704.789
8.0	0.0105822327709	548054324.613
9.0	0.0118932787522	560998140.163
10.0	0.0132017515308	573676855.036
