6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.36590596437e-06
1.0	0.00133200177512	315048496.805
2.0	0.00266134751302	444781665.817
3.0	0.00398804778503	474782892.314
4.0	0.00531211309945	493777399.644
5.0	0.00663355390211	509709704.298
6.0	0.00795238057685	524292955.733
7.0	0.00926860344599	538122736.146
8.0	0.0105822327709	551469456.622
9.0	0.0118932787522	564467464.735
10.0	0.0132017515308	577207142.547
