6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	6.94437326707e-07
1.0	0.00133200177512	319574857.277
2.0	0.00266134751303	447818427.341
3.0	0.00398804778503	481272874.448
4.0	0.00531211309945	504289486.812
5.0	0.00663355390211	523993519.128
6.0	0.00795238057685	542028896.387
7.0	0.00926860344599	559030512.928
8.0	0.0105822327709	575323080.356
9.0	0.0118932787522	591075998.375
10.0	0.0132017515308	606413231.967
