6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	6.12804040606e-06
1.0	0.00133200177512	315250294.184
2.0	0.00266134751303	439582656.109
3.0	0.00398804778503	466717546.348
4.0	0.00531211309945	484154120.744
5.0	0.00663355390211	498626026.569
6.0	0.00795238057685	511673351.91
7.0	0.00926860344599	523914652.489
8.0	0.0105822327709	535657455.61
9.0	0.0118932787522	547064371.417
10.0	0.0132017515308	558234845.033
