5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.38382763837e-06	-3.08597922273e-07	1.48303965544e-08	-3.08597922273e-07	2.60004281608e-06	-3.05120939276e-07	1.48303965544e-08	-3.05120939276e-07	4.40939352895e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38382763837e-06	-3.08597922273e-07	1.48303965544e-08	-3.08597922273e-07	2.60004281608e-06	-3.05120939276e-07	1.48303965544e-08	-3.05120939276e-07	4.40939352895e-06	0.0	2.06817850022e-06
1	nan	nan	1	1	32.0	32.0	32.0	1.002	-1.67624015231e-20	4.57646772882e-19	3.12053886086e-22	1.0	-3.6603167328e-19	-4.35510592509e-22	-1.52530037003e-20	1.0	476710629.518	-9907404.47116	3486436.45022	-9887629.80708	167946441.059	-2371395.73531	3479478.0573	-2371395.8885	167350594.905	0.001998002662673058	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	476710629.518	-9887629.21273453	3479477.495229541	-9887629.80708	167611218.62175646	-2366662.410489022	3479478.0572999995	-2366662.563373253	167016561.78143713	0.00133200177512	309956491.681
2	nan	nan	1	1	32.0	32.0	32.0	1.004	-1.18311643013e-20	3.91488040309e-19	-4.07841401019e-21	1.0	-1.42664253837e-18	-1.97414924992e-20	4.93702748602e-21	1.0	833919453.741	-13271510.196	4344071.93201	-13218636.2525	394046186.44	-5254504.08582	4326764.5667	-5254503.60755	396646182.603	0.003992021269537457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	833919453.741	-13218635.653386455	4326764.87251992	-13218636.2525	392476281.314741	-5233569.806593625	4326764.5667	-5233569.330229084	395065918.9272908	0.00266134751302	440906036.816
3	nan	nan	1	1	32.0	32.0	32.0	1.006	3.53433596229e-20	1.14253660364e-18	-9.4885888066e-21	1.0	-9.41583827172e-20	1.4990580651e-20	-3.48391930395e-20	1.0	1123135387.84	-12910255.2149	3691950.08645	-12833254.244	654520177.931	-6398524.36379	3669931.14978	-6398524.46572	658454622.202	0.005982071677547469	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	1123135387.84	-12833255.68081511	3669930.5034294236	-12833254.244	650616479.05666	-6360362.190646123	3669931.149780001	-6360362.291968191	654527457.4572566	0.00398804778503	471271947.778
4	nan	nan	1	1	32.0	32.0	32.0	1.008	4.17409812755e-20	-1.42870552682e-18	-1.20702194984e-20	1.0	-2.0952398062e-18	1.69977344074e-20	1.92203687133e-20	1.0	1404423331.97	-12673300.8086	3263286.83768	-12572704.6681	919494833.037	-6996348.00056	3237386.90525	-6996345.59843	923867165.79	0.007968169649176881	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	1404423331.97	-12572719.056150794	3237387.7357936506	-12572704.6681	912197254.9970238	-6940821.4291269835	3237386.905249999	-6940819.04606151	916534886.6964285	0.00531211309945	490734568.482
5	nan	nan	1	1	32.0	32.0	32.0	1.01	-3.74435711981e-20	2.28493589531e-18	-2.31478222617e-20	1.0	-3.41835572783e-18	3.36290278033e-20	1.40405637175e-20	1.0	1683124711.36	-12585496.699	3019709.61287	-12460856.3008	1186131922.86	-7377456.91069	2989815.89526	-7377454.83256	1190654596.32	0.009950330853168092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1683124711.36	-12460887.820792079	2989811.497891089	-12460856.3008	1174388042.4356434	-7304412.782861386	2989815.895260003	-7304410.725306935	1178865936.950495	0.00663355390211	507156465.952
6	nan	nan	1	1	32.0	32.0	32.0	1.012	-1.54748948996e-20	7.22900930579e-18	-3.59658130338e-21	1.0	-2.58947649989e-18	-6.64110226594e-20	3.59955915359e-20	1.0	1960340833.3	-12595967.5825	2887987.82283	-12446557.52	1453796157.62	-7643202.83972	2853744.08805	-7643205.94804	1458375159.16	0.011928570865273812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.2204460492503136e-16	1960340833.2999997	-12446608.283102766	2853742.9079347826	-12446557.519999998	1436557468.0039525	-7552571.976007905	2853744.0880500106	-7552575.047470359	1441082173.083004	0.00795238057685	522168391.802
7	nan	nan	1	1	32.0	32.0	32.0	1.014	1.11438599304e-19	4.23794406313e-19	2.25654871104e-21	1.0	1.73250539116e-18	-8.23028165878e-20	4.43832029471e-20	1.0	2236475767.22	-12671264.761	2815904.121	-12496258.5979	1722264761.92	-7846386.90527	2777022.62102	-7846384.86082	1726860993.89	0.013902905168991434	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	0.0	2236475767.22	-12496316.33234714	2777025.7603550297	-12496258.5979	1698485958.5009863	-7738054.147209073	2777022.621020001	-7738052.130986191	1703018731.646943	0.00926860344599	536363900.865
8	nan	nan	1	1	32.0	32.0	32.0	1.016	-8.35452418679e-21	7.03696609169e-18	6.1873109819e-21	1.0	-6.07667247304e-18	-9.17376386546e-20	1.02711016661e-19	1.0	2511725675.86	-12778839.3385	2774341.98891	-12577504.647	1991431957.0	-8018211.3237	2730639.21415	-8018212.87393	1996029183.08	0.015873349156290163	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	2511725675.86	-12577597.774114175	2730651.563887795	-12577504.647	1960070823.8188977	-7891940.279232283	2730639.214150014	-7891941.805049225	1964595652.6377952	0.0105822327709	550028370.123
9	nan	nan	1	1	32.0	32.0	32.0	1.018	6.69238746392e-20	-1.71781259553e-18	2.30320169759e-20	1.0	-1.76483739977e-18	-9.34763723022e-20	3.60485310951e-20	1.0	2786196114.85	-12905321.9759	2758683.38836	-12677016.6399	2261242360.45	-8172777.49017	2709885.21189	-8172796.91735	2265836200.09	0.017839918128331016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2786196114.85	-12677133.571611002	2709905.0966208247	-12677016.6399	2221259686.1001964	-8028268.654390963	2709885.211889996	-8028287.738064837	2225772298.7131634	0.0118932787522	563313152.691
