6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.24523042088e-06
1.0	0.00133200177512	316332401.579
2.0	0.00266134751303	443084533.258
3.0	0.00398804778503	473704188.417
4.0	0.00531211309945	494127635.785
5.0	0.00663355390211	511491088.912
6.0	0.00795238057685	527382219.529
7.0	0.00926860344599	542396865.324
8.0	0.0105822327709	556826771.227
9.0	0.0118932787522	570826086.033
10.0	0.0132017515308	584497539.071
