6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	8.20187160459e-07
1.0	0.00133200177512	321317676.101
2.0	0.00266134751302	448606020.198
3.0	0.00398804778503	480671845.155
4.0	0.00531211309945	502434674.182
5.0	0.00663355390211	520988471.5
6.0	0.00795238057685	537982576.478
7.0	0.00926860344599	554037076.316
8.0	0.0105822327709	569444658.342
9.0	0.0118932787522	584375696.761
10.0	0.0132017515308	598937599.645
