6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	5.365760174e-07
1.0	0.00133200177512	316873449.434
2.0	0.00266134751302	446351379.786
3.0	0.00398804778503	479970110.874
4.0	0.00531211309945	502956241.887
5.0	0.00663355390211	522611652.353
6.0	0.00795238057685	540597732.906
7.0	0.00926860344599	557557786.757
8.0	0.0105822327709	573810081.72
9.0	0.0118932787522	589530392.685
10.0	0.0132017515308	604834711.577
