6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.70735702768e-06
1.0	0.00133200177512	330650290.056
2.0	0.00266134751302	465789923.518
3.0	0.00398804778503	495656905.728
4.0	0.00531211309945	513303553.778
5.0	0.00663355390211	527905517.364
6.0	0.00795238057685	541171370.37
7.0	0.00926860344599	553699058.326
8.0	0.0105822327709	565766391.4
9.0	0.0118932787522	577502933.853
10.0	0.0132017515308	589024158.401
