6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.30536276225e-06
1.0	0.00133200177512	319596459.997
2.0	0.00266134751303	446873791.255
3.0	0.00398804778503	476990653.285
4.0	0.00531211309945	496765997.981
5.0	0.00663355390211	513530187.189
6.0	0.00795238057685	528894303.892
7.0	0.00926860344599	543439744.787
8.0	0.0105822327709	557442832.027
9.0	0.0118932787522	571058179.705
10.0	0.0132017515308	584373144.383
