6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.93936594917e-06
1.0	0.00133200177512	356432098.335
2.0	0.00266134751302	466702218.441
3.0	0.00398804778503	492133286.466
4.0	0.00531211309945	509386823.374
5.0	0.00663355390211	523995132.649
6.0	0.00795238057685	537376764.433
7.0	0.00926860344599	550049255.503
8.0	0.0105822327709	562258955.966
9.0	0.0118932787522	574147074.682
10.0	0.0132017515308	585785238.693
