6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.38306135115e-07
1.0	0.00133200177512	318481211.58
2.0	0.00266134751302	447428588.464
3.0	0.00398804778503	480848866.678
4.0	0.00531211309945	503823795.728
5.0	0.00663355390211	523491860.531
6.0	0.00795238057685	541498382.857
7.0	0.00926860344599	558471955.233
8.0	0.0105822327709	574724704.284
9.0	0.0118932787522	590442494.721
10.0	0.0132017515308	605741841.644
