6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.60867288495e-06
1.0	0.00133200177512	327698539.862
2.0	0.00266134751303	449226564.607
3.0	0.00398804778503	475563397.962
4.0	0.00531211309945	493059970.024
5.0	0.00663355390211	507934241.852
6.0	0.00795238057685	521585286.415
7.0	0.00926860344599	534539939.825
8.0	0.0105822327709	547045828.589
9.0	0.0118932787522	559231962.202
10.0	0.0132017515308	571181154.069
