6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	7.25286415216e-07
1.0	0.00133200177512	319075077.295
2.0	0.00266134751303	445017833.287
3.0	0.00398804778503	474905289.33
4.0	0.00531211309945	494601032.566
5.0	0.00663355390211	511296880.851
6.0	0.00795238057685	526580481.782
7.0	0.00926860344599	541038921.871
8.0	0.0105822327709	554954416.893
9.0	0.0118932787522	568475794.995
10.0	0.0132017515308	581699090.709
