6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.71193952021e-06
1.0	0.00133200177512	303225152.502
2.0	0.00266134751303	439835827.275
3.0	0.00398804778503	468760133.957
4.0	0.00531211309945	486205126.773
5.0	0.00663355390211	500770311.618
6.0	0.00795238057685	514074912.54
7.0	0.00926860344599	526676136.035
8.0	0.0105822327709	538836324.553
9.0	0.0118932787522	550708816.238
10.0	0.0132017515308	562356354.637
