6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	2.77005245523e-06
1.0	0.00133200177512	314960240.994
2.0	0.00266134751303	446091555.52
3.0	0.00398804778503	477150327.917
4.0	0.00531211309945	496627040.401
5.0	0.00663355390211	512900353.036
6.0	0.00795238057685	527753974.403
7.0	0.00926860344599	541819552.052
8.0	0.0105822327709	555380136.337
9.0	0.0118932787522	568584481.901
10.0	0.0132017515308	581523006.378
