6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	7.50418749317e-07
1.0	0.00133200177512	316879368.684
2.0	0.00266134751302	444750030.046
3.0	0.00398804778503	475772409.506
4.0	0.00531211309945	496278633.374
5.0	0.00663355390211	513676889.067
6.0	0.00795238057685	529603071.252
7.0	0.00926860344599	544661873.488
8.0	0.0105822327709	559137515.602
9.0	0.0118932787522	573191539.115
10.0	0.0132017515308	586918295.409
