5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.20664748081e-07	2.09316269529e-07	-5.90292249879e-07	2.09316269529e-07	-1.82120543685e-06	-6.89663247232e-07	-5.90292249879e-07	-6.89663247232e-07	2.68123014115e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20664748081e-07	2.09316269529e-07	-5.90292249879e-07	2.09316269529e-07	-1.82120543685e-06	-6.89663247232e-07	-5.90292249879e-07	-6.89663247232e-07	2.68123014115e-06	0.0	4.23123167025e-06
1	nan	nan	1	1	32.0	32.0	32.0	1.002	-1.07095073907e-20	1.13028618802e-18	-9.01626867683e-23	1.0	-3.6575031555e-20	3.12053886086e-22	-2.29395795425e-20	1.0	478339206.591	-658521.838381	-3576195.3556	-657207.61865	175941116.509	805165.050737	-3569057.22167	805165.435689	157719543.677	0.001998002662673058	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	478339206.591	-657207.4235339321	-3569057.2411177643	-657207.61865	175589936.63572854	803557.9348672654	-3569057.2216699994	803558.3190508981	157404734.20858282	0.00133200177512	312305661.485
2	nan	nan	1	1	32.0	32.0	32.0	1.004	4.29306737915e-21	-6.4398409511e-19	7.30235044762e-21	1.0	-2.55394495668e-19	-3.28638857367e-21	-2.26043645992e-20	1.0	835843593.308	-782923.669405	-4732601.13822	-779804.348725	408534025.264	731901.477522	-4713745.79611	731901.759486	380199970.373	0.003992021269537457	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	835843593.308	-779804.4515986056	-4713746.153605578	-779804.348725	406906399.66533864	728985.535380478	-4713745.79611	728985.8162211155	378685229.45517933	0.00266134751303	443800334.427
3	nan	nan	1	1	32.0	32.0	32.0	1.006	-5.60414865005e-20	-4.65690690748e-18	-3.29383319919e-20	1.0	3.82050509226e-18	-4.52095563791e-21	-5.27757774421e-20	1.0	1123946588.52	-471904.26498	-5473744.99653	-469087.353496	672094300.606	433153.641779	-5441099.14011	433156.657167	639976849.768	0.005982071677547469	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	0.0	1123946588.52	-469089.7266202784	-5441098.40609344	-469087.35349600005	668085785.890656	430570.22045626235	-5441099.140110003	430573.2178598434	636159890.4254473	0.00398804778503	472728390.815
4	nan	nan	1	1	32.0	32.0	32.0	1.008	-1.81169097761e-20	4.80538582744e-18	-4.73064592319e-20	1.0	-3.52831367384e-18	-9.40276881804e-21	-4.17759296564e-20	1.0	1404304585.01	-641592.442395	-6379318.10025	-636495.464068	939383589.356	221227.991255	-6328689.28142	221231.085431	903962073.894	0.007968169649176881	0.0	0.0	0.0	-4.440892098500627e-16	0.0	0.0	0.0	-4.440892098500627e-16	1404304585.01	-636500.4388839287	-6328688.591517857	-636495.464068	931928164.0436507	219472.21354662697	-6328689.281419995	219475.28316567146	896787771.7202382	0.00531211309945	491014602.452
5	nan	nan	1	1	32.0	32.0	32.0	1.01	7.517582843e-20	-7.00862026646e-18	-6.87569068766e-20	1.0	7.52399101121e-18	-4.53605168409e-21	1.48005772643e-19	1.0	1682158038.31	-868481.397399	-7179741.31513	-859882.985912	1207858216.56	-12010.1456507	-7108656.3085	-12010.6784386	1169732223.57	0.009950330853168092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1682158038.31	-859882.5716821783	-7108654.767455446	-859882.9859119998	1195899224.3168316	-11891.233317524577	-7108656.308500009	-11891.760830288316	1158150716.4059405	0.00663355390211	506341728.769
6	nan	nan	1	1	32.0	32.0	32.0	1.012	1.04669780351e-19	4.72020276796e-18	-1.2009008133e-20	1.0	-1.00407318655e-17	3.58096826932e-21	-1.1098778587e-19	1.0	1958575989.84	-1056977.54302	-7859576.83027	-1044433.13497	1477080462.3	-183106.417239	-7766394.49062	-183117.004722	1436677808.49	0.011928570865273812	0.0	0.0	0.0	4.440892098500625e-16	0.0	0.0	0.0	4.440892098500625e-16	1958575989.84	-1044444.2124703557	-7766380.267065217	-1044433.1349699998	1459565674.209486	-180935.1949001978	-7766394.490619994	-180945.65683993523	1419642103.250988	0.00795238057685	520299703.5
7	nan	nan	1	1	32.0	32.0	32.0	1.014	-1.43350400155e-19	3.07742951605e-18	2.95038780885e-20	1.0	-9.0459950665e-18	1.40725135686e-20	-7.01052112751e-20	1.0	2233956021.04	-1201754.17359	-8447576.25805	-1185150.64082	1746915925.92	-289542.72846	-8330959.55744	-289547.767127	1704541971.26	0.013902905168991434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2233956021.04	-1185161.9068934913	-8330943.055276135	-1185150.6408200003	1722796771.1242604	-285545.09710059187	-8330959.557439994	-285550.0662002125	1681007861.203156	0.00926860344599	533482476.061
8	nan	nan	1	1	32.0	32.0	32.0	1.016	-3.05295820481e-20	-4.75910093626e-18	5.76247101929e-20	1.0	-8.09544294713e-18	1.23179600918e-20	1.93202921313e-19	1.0	2508479126.74	-1318569.99101	-8970833.45374	-1297798.21937	2017320097.69	-354712.677873	-8829566.81642	-354726.642311	1973191733.77	0.015873349156290163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2508479126.74	-1297805.1092618108	-8829560.485964568	-1297798.21937	1985551277.253937	-349126.65144980274	-8829566.816420011	-349140.39597540937	1942117848.198819	0.0105822327709	546161011.344
9	nan	nan	1	1	32.0	32.0	32.0	1.018	3.71569531159e-20	4.01328842621e-18	3.78054627161e-20	1.0	1.2193191477e-17	2.06147884309e-20	-2.60747181411e-19	1.0	2782247951.27	-1412390.9165	-9450738.08007	-1387389.33122	2288270813.16	-395267.874365	-9283631.72955	-395294.107858	2242550823.41	0.017839918128331016	0.0	0.0	0.0	-4.440892098500627e-16	0.0	0.0	0.0	-4.440892098500627e-16	2782247951.27	-1387417.4032416504	-9283632.691620825	-1387389.33122	2247810229.037328	-388278.85497544263	-9283631.729549991	-388304.62461490434	2202898647.750491	0.0118932787522	558487203.739
