2	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p
168	nan	nan	1	1	32.0	32.0	32.0	1.0064	-1.20768369433e-20	8.30654109381e-18	2.15894139876e-21	1.0	8.74572436824e-18	-2.06431193669e-20	1.29119584897e-19	1.0	467112539.794	10046676.7491	2699212.76202	9982761.77513	780233052.109	-16015856.8491	2682040.89214	-16015870.4719	780990761.893
169	nan	nan	1	1	32.0	32.0	32.0	1.0062	5.69695831478e-20	-2.58308652966e-18	-3.21607822161e-21	1.0	-1.19178131249e-17	-8.9947619809e-20	3.00094508789e-19	1.0	440323779.433	9727166.7597	2478005.53005	9667201.31961	762494772.572	-15285790.3264	2462734.23892	-15285800.5952	762494310.595
170	nan	nan	1	1	32.0	32.0	32.0	1.006	3.77856103814e-21	-6.45102939607e-18	-1.77876918923e-20	1.0	-4.67671904121e-17	-4.68283488379e-20	-1.31819502416e-20	1.0	413595385.648	9408019.99348	2248745.69664	9351884.24162	744727595.45	-14553892.7929	2235332.64761	-14553902.243	743975407.121
171	nan	nan	1	1	32.0	32.0	32.0	1.0058	-1.09704001559e-19	1.97275296905e-18	-3.04799512114e-20	1.0	5.82723595253e-18	-4.16766679829e-20	9.30346578551e-20	1.0	386931844.782	9090131.00347	2010304.38684	9037685.92109	726926820.206	-13821052.938	1998713.8951	-13821058.3983	725433740.308
172	nan	nan	1	1	32.0	32.0	32.0	1.0056	-5.32770488933e-20	3.61181466154e-18	-2.99803341214e-20	1.0	-7.06445330345e-18	3.40798412372e-22	1.64377331327e-19	1.0	360338418.53	8774015.68711	1761816.83516	8725135.06315	709087193.307	-13087457.8944	1752006.67535	-13087461.6635	706868729.068
173	nan	nan	1	1	32.0	32.0	32.0	1.0054	-1.57945174883e-19	3.61045146789e-18	-2.88355161536e-20	1.0	-1.72949106229e-17	4.70334896298e-20	-2.97785020519e-20	1.0	333821995.439	8459951.99878	1502737.16191	8414494.52989	691203043.946	-12353278.7868	1494667.11262	-12353278.0291	688278399.924
174	nan	nan	1	1	32.0	32.0	32.0	1.0052	1.07943761216e-19	1.61399811994e-17	2.18210245591e-21	1.0	-3.0299599368e-17	2.10302398935e-20	6.07547616308e-20	1.0	307389949.27	8147900.5139	1232922.39031	8105740.53317	673268673.596	-11618130.1115	1226541.41238	-11618127.9082	669660289.091
175	nan	nan	1	1	32.0	32.0	32.0	1.005	-1.11398067454e-19	-2.02151030307e-18	2.34472616434e-20	1.0	-5.22342388387e-18	-2.63341219812e-20	7.99585867318e-20	1.0	281050703.382	7837700.0528	952612.513667	7798699.04597	655278520.182	-10881826.7111	947867.484943	-10881821.1076	651010603.784
176	nan	nan	1	1	32.0	32.0	32.0	1.0048	-1.91310332071e-20	3.10869032576e-18	5.40041406517e-20	1.0	-2.77807616109e-18	2.97255624927e-20	2.073642534e-19	1.0	254826393.094	7528990.92321	661629.227571	7493007.30347	637217895.533	-10144919.225	658487.391434	-10144906.933	632320824.096
177	nan	nan	1	1	32.0	32.0	32.0	1.0046	3.69319599893e-20	-5.94550954524e-18	-8.80451044001e-21	1.0	-6.45853688731e-18	1.04085790839e-19	1.51738011567e-19	1.0	228702459.793	7222021.58498	361846.185612	7188954.47341	619097933.698	-9405885.31171	360187.527181	-9405881.82847	613593100.533
178	nan	nan	1	1	32.0	32.0	32.0	1.0044	-9.79381845263e-22	3.90517261142e-18	-3.96980519576e-20	1.0	-1.08082760646e-17	5.19932645826e-20	-9.08045789236e-20	1.0	202691907.055	6914973.41092	54387.7765523	6884669.05013	600909706.73	-8664966.48353	54162.8183509	-8664940.75824	594823501.786
179	nan	nan	1	1	32.0	32.0	32.0	1.0042	-1.5617169965e-20	-8.90164129626e-18	-6.37516369901e-20	1.0	-1.61143716876e-17	1.37675941153e-20	2.69290302778e-19	1.0	176799370.086	6608198.49017	-259794.213331	6580555.43213	582651858.917	-7923347.14783	-258698.680617	-7923328.9693	576007497.068
180	nan	nan	1	1	32.0	32.0	32.0	1.004	-6.29914580071e-20	1.43936044029e-18	-7.99999457625e-20	1.0	1.91917912775e-17	-3.90793208595e-20	1.45994069393e-19	1.0	151028282.72	6301540.52313	-579797.870307	6276445.84152	564322440.358	-7181282.89641	-577493.82169	-7181271.09073	557143201.539
181	nan	nan	1	1	32.0	32.0	32.0	1.0038	-1.26042473018e-19	1.92407504436e-18	-9.55393607499e-20	1.0	-1.59552486075e-17	1.00088854119e-20	-1.27604190015e-19	1.0	125391904.98	5993906.20821	-905088.907608	5971205.18808	545912494.583	-6441518.77793	-901649.044058	-6441504.85806	538225698.664
182	nan	nan	1	1	32.0	32.0	32.0	1.0036	3.73025369037e-20	-2.3523693132e-18	-7.62627437549e-20	1.0	-2.7341429444e-17	-4.35427874448e-21	4.28082510608e-20	1.0	99877710.4386	5686563.99363	-1234368.96573	5666169.90342	527431615.203	-5704193.41895	-1229933.76212	-5704182.89529	519257211.444
183	nan	nan	1	1	32.0	32.0	32.0	1.0034	4.47802496412e-20	6.19241303191e-18	-7.45355906359e-20	1.0	1.56707894667e-17	6.74979379843e-20	7.841672207e-21	1.0	74488786.4912	5378372.76735	-1566568.7644	5360139.53786	508876929.712	-4971265.09488	-1561246.64253	-4971240.76057	500238065.27
184	nan	nan	1	1	32.0	32.0	32.0	1.0032	-1.09571652661e-19	-9.03327551022e-19	-5.92848616823e-20	1.0	-1.00474700787e-17	5.29891900401e-20	-5.81342534502e-20	1.0	49220130.8681	5069725.74469	-1901201.90836	5053561.41245	490252496.195	-4244521.62889	-1895124.98053	-4244502.9443	481168645.523
185	nan	nan	1	1	32.0	32.0	32.0	1.003	7.58359185589e-21	1.38006151654e-18	-4.70169460175e-21	1.0	5.67581392396e-18	4.06311116886e-20	-3.21753405948e-19	1.0	24073948.1487	4759746.52307	-2238121.66843	4745504.60917	471556008.361	-3525668.17804	-2231419.77301	-3525657.84592	462049431.757
186	nan	nan	1	1	32.0	32.0	32.0	1.0028	-2.33595804985e-20	3.9242110004e-18	3.52494746233e-20	1.0	3.38020243567e-18	1.95744020155e-20	1.41375092853e-19	1.0	-959633.16421	4449452.08728	-2576246.58093	4437034.88436	452794921.886	-2815936.49779	-2569041.91506	-2815923.10769	442882515.354
187	nan	nan	1	1	32.0	32.0	32.0	1.0026	-2.52984918543e-20	2.63599300163e-19	5.39851154977e-20	1.0	1.23317541557e-17	2.59106055076e-20	-2.60264107934e-20	1.0	-25882854.0255	4137966.63494	-2915211.19593	4127231.79552	433970204.154	-2116221.85927	-2907646.47477	-2116203.14713	423669961.953
188	nan	nan	1	1	32.0	32.0	32.0	1.0024	1.40044986428e-19	-3.67883614349e-19	5.258387154e-20	1.0	3.01844988402e-18	7.55612945955e-20	1.77281348882e-20	1.0	-50702381.7518	3825384.19117	-3254345.45828	3816233.5314	415087307.289	-1428001.85313	-3246535.87024	-1427981.68498	404412535.496
189	nan	nan	1	1	32.0	32.0	32.0	1.0022	1.2098012767e-19	5.12967123324e-18	3.38589840136e-20	1.0	2.52891711832e-17	-7.077357321e-21	6.23429484069e-20	1.0	-75420329.5653	3511066.02088	-3593698.30581	3503356.32699	396146964.926	-751475.860449	-3585804.60402	-751468.746688	385112415.328
190	nan	nan	1	1	32.0	32.0	32.0	1.002	5.19866471377e-20	6.99318342187e-18	4.33649436131e-20	1.0	-6.33851628915e-18	-7.14584787572e-20	1.23534461401e-19	1.0	-100044402.121	3195773.83414	-3932084.70635	3189401.53862	377154857.379	-87535.2668481	-3924227.24115	-87522.8183377	365771343.496
191	nan	nan	1	1	32.0	32.0	32.0	1.0018	-4.60838862866e-20	-2.63057331426e-18	5.15366608845e-20	1.0	3.33921894504e-18	9.73359970403e-20	1.23766071973e-19	1.0	-124578768.281	2878999.59648	-4269565.66907	2873826.53275	358113603.704	563856.800204	-4261895.08945	563870.008823	346391675.97
192	nan	nan	1	1	32.0	32.0	32.0	1.0016	1.30125436522e-19	1.96009379695e-18	5.43573467733e-20	1.0	-5.01179468723e-18	2.33893590005e-20	-1.50388052807e-19	1.0	-149028463.381	2560772.61708	-4605045.25698	2556688.35909	339027371.777	1201895.92558	-4597674.91976	1201913.69326	326973908.167
193	nan	nan	1	1	32.0	32.0	32.0	1.0014	7.20573575207e-20	-6.99179375844e-18	-3.40202842331e-20	1.0	-6.16721876482e-18	-1.8174812419e-20	-1.14554588671e-19	1.0	-173396235.16	2240963.62243	-4938893.55523	2237828.6382	319897548.896	1827169.34445	-4931984.00253	1827174.73085	307520093.694
194	nan	nan	1	1	32.0	32.0	32.0	1.0012	1.73641754187e-20	2.11940216548e-18	-1.16275124345e-19	1.0	8.26721031005e-18	-5.00742055615e-20	-7.23749948759e-20	1.0	-197687111.167	1920142.51755	-5269701.7301	1917846.61717	300727186.975	2439229.36006	-5263382.34057	2439238.70297	288031939.0
195	nan	nan	1	1	32.0	32.0	32.0	1.001	-9.70646817994e-20	4.63027913639e-18	4.22482497861e-20	1.0	4.94994473847e-18	-9.07317870297e-20	-1.03106408994e-19	1.0	-221904374.994	1598374.73221	-5597765.71132	1596776.82318	281518203.934	3038484.35199	-5592172.30657	3038495.07722	268511364.06
196	nan	nan	1	1	32.0	32.0	32.0	1.0008	7.7688803131e-20	1.35604680899e-19	-3.43341992755e-20	1.0	3.1976172047e-18	-2.0335408179e-20	-1.57759886426e-20	1.0	-246050194.404	1275668.79836	-5921984.17025	1274646.38774	262272558.351	3624819.14286	-5917249.08765	3624821.52858	248958255.991
197	nan	nan	1	1	32.0	32.0	32.0	1.0006	4.82874954384e-20	-6.83886460679e-19	-2.5848980552e-20	1.0	-3.71129967381e-18	5.42398871263e-20	-1.22866099466e-19	1.0	-270127715.43	952752.464446	-6241975.01484	952183.9733	242990696.89	4198803.21097	-6238232.55118	4198809.21509	229375534.962
198	nan	nan	1	1	32.0	32.0	32.0	1.0004	9.86263987959e-20	7.73605116895e-18	-1.48917325678e-20	1.0	2.31605442995e-18	9.22604168017e-20	-2.98512939458e-20	1.0	-294139142.193	629979.071079	-6557278.76384	629723.809547	223673831.39	4760715.47118	-6554653.06098	4760725.9778	209764345.829
199	nan	nan	1	1	32.0	32.0	32.0	1.0002	6.84376151602e-20	2.826787173e-18	-9.98613794505e-21	1.0	-1.20369800726e-17	9.62573535216e-20	-1.08076110114e-19	1.0	-318086660.743	307528.498709	-6867107.22878	307468.506472	204323221.181	5311138.49605	-6865734.87766	5311145.06126	190125384.623
200	nan	nan	1	1	32.0	32.0	32.0	1.0	9.48544552027e-20	-1.50934653756e-18	1.75337474443e-20	1.0	3.76292732456e-19	-7.71924947634e-21	-6.04569766103e-20	1.0	-341971870.52	-13715.8845566	-7171094.0613	-13716.5622563	184938799.987	5850538.06734	-7171092.80238	5850544.10326	170460464.664
201	nan	nan	1	1	32.0	32.0	32.0	0.9998	-2.80976710472e-20	1.79760905487e-18	4.59411976309e-20	1.0	-7.31925636498e-18	3.34180967471e-22	9.69786550157e-20	1.0	-365792461.737	-333530.811127	-7468534.82095	-333601.841975	165519847.113	6379161.59679	-7470026.13762	6379166.12694	150767851.384
202	nan	nan	1	1	32.0	32.0	32.0	0.9996	-8.54047438849e-20	2.86577715836e-18	4.03932972625e-20	1.0	1.46232131973e-18	3.953923328e-22	-3.47217333925e-20	1.0	-389552919.869	-651391.580837	-7758542.48258	-651652.133533	146067498.467	6897429.39832	-7761647.29724	6897431.78143	131050650.479
203	nan	nan	1	1	32.0	32.0	32.0	0.9994	6.34348268155e-20	2.73240917383e-19	3.41915106199e-20	1.0	-8.64329293863e-19	-3.39640359514e-20	-1.00823390503e-19	1.0	-413253484.636	-966834.232446	-8040889.43341	-967419.749613	126581916.917	7405769.59249	-8045715.00326	7405775.55124	111309183.75
204	nan	nan	1	1	32.0	32.0	32.0	0.9992	-6.52480067182e-20	-4.68859867829e-18	2.97805700034e-20	1.0	1.03462808032e-17	-2.6530990967e-20	-5.01668497901e-20	1.0	-436895780.609	-1279540.07882	-8314639.96848	-1280566.73964	107063767.033	7904635.73264	-8321296.54442	7904638.94738	91544103.3137
205	nan	nan	1	1	32.0	32.0	32.0	0.999	-8.80781916246e-21	-5.42051455406e-18	1.09427723235e-20	1.0	2.21386288271e-18	-1.69075717206e-20	-1.13025958899e-20	1.0	-460480332.652	-1589278.61525	-8579821.09838	-1590870.03152	87513395.8574	8394429.76052	-8588411.1265	8394430.07437	71755644.2493
206	nan	nan	1	1	32.0	32.0	32.0	0.9988	3.50724579722e-20	-8.88558737493e-18	-6.50701628865e-21	1.0	-4.24544824565e-18	-5.18642244071e-21	-1.14587675896e-19	1.0	-484008313.149	-1895812.53044	-8835554.45794	-1898088.26268	67930872.3587	8875232.86146	-8846172.84932	8875230.82853	51944845.3087
207	nan	nan	1	1	32.0	32.0	32.0	0.9986	1.52002709363e-20	8.35707190307e-18	-1.87025536498e-20	1.0	-8.11861227609e-20	1.69853266982e-20	5.83327767972e-20	1.0	-507479568.8	-2199094.87418	-9082208.48676	-2202175.8176	48316443.8085	9347433.36069	-9094944.69588	9347429.85368	32111277.6571
208	nan	nan	1	1	32.0	32.0	32.0	0.9984	2.3988237764e-20	7.46050738074e-19	-2.88179385656e-20	1.0	-2.19698178077e-18	3.14163196648e-20	-6.51156578202e-21	1.0	-530896170.449	-2499137.93382	-9319033.8265	-2503140.62549	28670717.3415	9811114.99155	-9333970.86455	9811110.55828	12256310.1752
209	nan	nan	1	1	32.0	32.0	32.0	0.9982	7.56373952118e-21	1.38649367298e-18	-4.16245556043e-20	1.0	1.98465113498e-18	4.05781721294e-20	-1.099753168e-19	1.0	-554258062.417	-2795983.4346	-9546571.4221	-2801022.64157	8993916.90239	10266553.8776	-9563788.54077	10266548.3847	-7620328.8364
210	nan	nan	1	1	32.0	32.0	32.0	0.998	-1.02636570406e-20	-4.79316092517e-18	-2.52606483413e-20	1.0	-1.03879161122e-18	5.53995943451e-20	5.89415817281e-20	1.0	-577567850.043	-3089855.07727	-9764399.58794	-3096045.76118	-10712960.1852	10713887.8145	-9783968.51721	10713882.3445	-27517056.4837
211	nan	nan	1	1	32.0	32.0	32.0	0.9978	1.42407414257e-20	-3.39820354016e-18	-1.13662887971e-20	1.0	-1.88613392402e-18	2.94343949171e-20	5.19601773581e-20	1.0	-600826000.518	-3380833.07421	-9973178.60917	-3388285.29773	-30449535.2041	11153312.6321	-9995168.67611	11153306.2089	-47433738.1954
212	nan	nan	1	1	32.0	32.0	32.0	0.9976	-3.59790479236e-20	-2.16568788384e-18	4.71908607413e-20	1.0	3.60494409937e-19	3.40798412372e-21	5.35682164689e-20	1.0	-624035161.13	-3669212.36075	-10172760.5049	-3678039.48702	-50214670.9993	11585006.6442	-10197233.1226	11585000.7959	-67368834.7518
213	nan	nan	1	1	32.0	32.0	32.0	0.9974	-2.15728703754e-21	-7.32900220695e-18	-6.94066572478e-21	1.0	-1.96415442658e-18	-1.62325923407e-20	8.35783290924e-21	1.0	-647196189.625	-3955051.18016	-10363860.9182	-3965360.23733	-70007871.5398	12009141.6716	-10390876.3822	12009135.0385	-87321910.2036
214	nan	nan	1	1	32.0	32.0	32.0	0.9972	-3.12475748198e-20	1.24701116937e-18	-5.6111693455e-20	1.0	3.90464983327e-18	-3.15437054791e-20	-1.26366727819e-19	1.0	-670311545.322	-4238606.50866	-10546516.5281	-4250509.01439	-89827980.2898	12425904.8665	-10576127.4777	12425899.1646	-107291611.804
215	nan	nan	1	1	32.0	32.0	32.0	0.997	9.05928206868e-21	-6.29941049851e-19	-6.40410985057e-20	1.0	2.77648383841e-18	-8.68870515426e-21	-2.30882652576e-20	1.0	-693382308.505	-4519881.9238	-10721431.8057	-4533482.67459	-109674428.055	12835460.8711	-10753690.8169	12835454.544	-127277340.66
216	nan	nan	1	1	32.0	32.0	32.0	0.9968	-5.24763380604e-21	5.19957792117e-18	-2.33871876514e-20	1.0	-2.09825942903e-18	1.66362564797e-20	4.53956720169e-21	1.0	-716410658.299	-4799041.63389	-10888758.6506	-4814450.04158	-129546102.498	13237980.8868	-10923711.2533	13237975.665	-147277976.239
217	nan	nan	1	1	32.0	32.0	32.0	0.9966	1.31025409028e-21	3.81438457611e-18	6.66061338864e-21	1.0	2.22693895384e-18	2.31610571515e-22	2.71844636509e-20	1.0	-739397781.105	-5076026.90257	-11049145.2513	-5093345.68957	-149442385.734	13633631.0173	-11086837.5289	13633625.2712	-167292859.119
218	nan	nan	1	1	32.0	32.0	32.0	0.9964	-1.95479322359e-20	-1.83413404199e-18	-1.76458304173e-21	1.0	4.69642546125e-19	-6.49667653099e-21	-1.02133644593e-19	1.0	-762345574.884	-5350898.1608	-11202805.3921	-5370234.10997	-169362232.017	14022565.981	-11243277.2226	14022561.3576	-187321084.658
219	nan	nan	1	1	32.0	32.0	32.0	0.9962	2.36044259598e-20	6.52089637933e-19	-5.52722085308e-21	1.0	-9.53325655967e-19	-1.60390320774e-20	1.76024034351e-20	1.0	-785255262.369	-5623546.53093	-11350311.6205	-5644999.93469	-189304995.338	14404959.8511	-11393603.6932	14404954.7532	-207361986.223
220	nan	nan	1	1	32.0	32.0	32.0	0.996	7.16007538226e-21	1.13498113593e-18	-6.14398739731e-21	1.0	-7.25180144039e-19	-9.79050973018e-21	-1.0500561568e-19	1.0	-808128495.884	-5893949.37911	-11491904.6476	-5917623.73887	-209269705.563	14780948.035	-11538052.4416	14780943.9957	-227414832.031
221	nan	nan	1	1	32.0	32.0	32.0	0.9958	-3.04203942073e-20	1.17128774738e-20	1.96207241298e-21	1.0	-1.90934792073e-19	-8.02282476115e-21	-3.40401365678e-20	1.0	-830966487.764	-6161973.88032	-11628082.958	-6187966.53683	-229255711.778	15150700.9135	-11677122.7874	15150696.4272	-247478974.513
222	nan	nan	1	1	32.0	32.0	32.0	0.9956	1.70399206186e-20	-8.3751441451e-18	7.91012140269e-21	1.0	-7.2250876425e-19	-2.50966597849e-21	-7.19978005166e-21	1.0	-853770680.585	-6427547.71108	-11759096.2862	-6455958.30612	-249262123.453	15514327.8173	-11811060.2721	15514324.2886	-267553815.662
223	nan	nan	1	1	32.0	32.0	32.0	0.9954	1.19246357106e-20	3.36369687372e-18	1.18193769776e-20	1.0	-2.84043482593e-19	6.21212640027e-22	-3.6614322634e-20	1.0	-876542247.025	-6690537.07655	-11885376.9925	-6721459.50813	-269288301.759	15871997.5961	-11940297.9738	15871993.6267	-287638740.038
224	nan	nan	1	1	32.0	32.0	32.0	0.9952	1.15937634655e-20	-2.01942580793e-18	-2.23334629486e-20	1.0	1.11187549988e-19	9.84593083122e-21	-2.52323174053e-20	1.0	-899282455.286	-6950844.2441	-12007169.8337	-6984373.86187	-289333433.831	16223809.6697	-12065077.3977	16223806.5345	-307733249.087
225	nan	nan	1	1	32.0	32.0	32.0	0.995	4.652063765e-21	3.92841307791e-18	-4.81121331485e-20	1.0	4.92391253741e-19	2.64623349762e-20	-3.56018535643e-20	1.0	-921992423.255	-7208343.18048	-12124847.9217	-7244570.01069	-309396911.119	16569936.4264	-12185772.2002	16569932.8306	-327836756.407
226	nan	nan	1	1	32.0	32.0	32.0	0.9948	-7.841672207e-20	1.57920359465e-18	-2.36859032501e-20	1.0	3.35741443697e-19	3.65721364228e-20	-3.99296625292e-20	1.0	-944673271.382	-7462921.72475	-12238642.84	-7501936.44256	-329478004.556	16910462.9148	-12302611.5615	16910460.0053	-347948830.61
227	nan	nan	1	1	32.0	32.0	32.0	0.9946	2.30684129229e-20	-2.72159626887e-18	-1.29701920048e-21	1.0	1.06417778422e-18	8.50920696133e-21	-3.61180142665e-20	1.0	-967326054.12	-7714465.66656	-12348875.1471	-7756354.02548	-349576145.51	17245556.9669	-12415916.3858	17245553.5549	-368068914.424
228	nan	nan	1	1	32.0	32.0	32.0	0.9944	-1.52135058261e-20	-1.32534517338e-18	1.31128806605e-20	1.0	-2.40840025315e-18	-5.92137241496e-21	-1.33837823111e-20	1.0	-989951769.376	-7962863.76053	-12455758.9948	-8007711.46699	-369690675.55	17575296.3979	-12525899.1356	17575293.5376	-388196631.861
229	nan	nan	1	1	32.0	32.0	32.0	0.9942	2.34257549475e-20	-1.79719546456e-18	-1.37709028378e-20	1.0	1.87917733507e-18	-2.42537627407e-20	-6.49336780854e-20	1.0	-1012551409.08	-8208023.12033	-12559572.3289	-8255911.37396	-389821059.559	17899853.1095	-12632837.9302	17899849.7404	-408331459.717
230	nan	nan	1	1	32.0	32.0	32.0	0.994	-6.83582058214e-21	-1.0844619072e-18	-3.14204555678e-20	1.0	2.51286220437e-18	-2.64846688527e-20	-4.02638434966e-20	1.0	-1035125870.09	-8449840.97391	-12660514.3054	-8500850.34791	-409966696.896	18219303.1825	-12736930.8863	18219300.2868	-428473068.207
231	nan	nan	1	1	32.0	32.0	32.0	0.9938	-1.89788319744e-20	-3.80839082539e-18	-3.67069668627e-20	1.0	7.17136174473e-19	-1.65531248281e-20	6.94434667851e-20	1.0	-1057676080.09	-8688241.98071	-12758827.2329	-8742448.94664	-430127084.964	18533819.9857	-12838420.3607	18533816.6122	-448620970.967
232	nan	nan	1	1	32.0	32.0	32.0	0.9936	2.97123276029e-21	3.24390457741e-19	-4.0705971534e-20	1.0	6.75823098898e-18	-5.94122474966e-21	1.20569846086e-20	1.0	-1080202844.31	-8923131.97303	-12854689.6576	-8980611.87706	-450301673.346	18843475.057	-12937484.3772	18843472.1077	-468774883.688
233	nan	nan	1	1	32.0	32.0	32.0	0.9934	4.17229900972e-20	-1.93454715091e-18	-3.76714594569e-20	1.0	-5.78259322167e-18	5.91434137975e-22	2.13015551345e-20	1.0	-1102707018.92	-9154453.77522	-12948303.4218	-9215278.23246	-470489991.091	19148432.9815	-13034324.6396	19148429.5948	-488934366.207
234	nan	nan	1	1	32.0	32.0	32.0	0.9932	-1.09187840857e-20	2.12319065269e-18	-3.1116880283e-20	1.0	4.65568774666e-18	6.24366266113e-21	1.07712150644e-19	1.0	-1125189320.23	-9382127.81563	-13039814.9094	-9446366.90146	-490691531.015	19448744.833	-13129087.3308	19448741.8361	-509099185.049
235	nan	nan	1	1	32.0	32.0	32.0	0.993	-1.1494501792e-19	-6.27278190023e-18	-1.68356070073e-20	1.0	-1.70302033143e-18	1.40432520545e-20	-2.02791598974e-20	1.0	-1147650527.01	-9606118.50854	-13129380.1234	-9673838.94773	-510905854.213	19744545.7851	-13221928.0469	19744542.3988	-529268952.222
236	nan	nan	1	1	32.0	32.0	32.0	0.9928	-5.14903387702e-20	-1.21843704229e-18	-1.5591527366e-20	1.0	1.1351275469e-19	2.51484102719e-20	-5.85875484259e-20	1.0	-1170091269.52	-9826363.54277	-13217109.2649	-9897630.2151	-531132499.132	20035853.6297	-13312956.9766	20035850.6106	-549443480.231
237	nan	nan	1	1	32.0	32.0	32.0	0.9926	-1.93229391092e-21	1.53404449629e-18	-5.37501962037e-21	1.0	2.61859036232e-18	3.24785229689e-20	-2.44183716826e-21	1.0	-1192512249.2	-10042846.9306	-13303115.8422	-10117721.7432	-551371070.08	20322776.8125	-13402286.9386	20322773.4459	-569622421.761
238	nan	nan	1	1	32.0	32.0	32.0	0.9924	2.82101676105e-20	-4.08427954792e-18	-9.33886911572e-21	1.0	-1.09080402503e-17	2.25261960314e-21	1.63268909306e-19	1.0	-1214914018.62	-10255519.5577	-13387476.6722	-10334062.2913	-571621159.287	20605320.4516	-13489994.8493	20605317.4202	-589805618.253
239	nan	nan	1	1	32.0	32.0	32.0	0.9922	2.48352707113e-20	-7.87783654338e-19	-1.00643065129e-20	1.0	-5.20157308081e-18	6.14988105918e-21	3.39673446739e-20	1.0	-1237297211.23	-10464378.0696	-13470267.618	-10546645.8366	-591882420.599	20883594.7901	-13576155.5774	20883591.4377	-609992746.328
240	nan	nan	1	1	32.0	32.0	32.0	0.992	-3.69716646587e-20	-8.26557745552e-19	3.24089363998e-20	1.0	-1.04629550422e-17	1.90483151459e-20	9.23464435854e-21	1.0	-1259662315.7	-10669381.4495	-13551534.5033	-10755428.9737	-612154500.541	21157618.8566	-13660815.0799	21157615.8004	-630183661.002
241	nan	nan	1	1	32.0	32.0	32.0	0.9918	4.03498702803e-20	-9.9840451781e-19	3.70700991516e-20	1.0	-3.30215463615e-18	1.00064038701e-20	3.17554637159e-20	1.0	-1282009910.82	-10870534.951	-13631318.0842	-10960414.5821	-632437097.536	21427522.0049	-13744012.7844	21427518.6424	-650378053.825
242	nan	nan	1	1	32.0	32.0	32.0	0.9916	-1.12106134058e-19	3.04318506587e-18	4.75041553983e-20	1.0	-1.01982328444e-17	1.86673984738e-20	-5.08467922536e-20	1.0	-1304340434.12	-11067804.1764	-13709634.8468	-11161565.6609	-652729902.121	21693343.2949	-13825765.2734	21693340.1721	-670575790.601
243	nan	nan	1	1	32.0	32.0	32.0	0.9914	-4.83602873323e-20	3.51110873069e-19	1.03364489345e-20	1.0	-4.01067039957e-18	1.9453633646e-20	7.01581508343e-20	1.0	-1326654418.82	-11261200.9197	-13786495.9534	-11358891.9056	-673032646.785	21955225.2651	-13906082.0365	21955221.8274	-690776578.983
244	nan	nan	1	1	32.0	32.0	32.0	0.9912	1.5101340135e-19	2.85447394208e-18	-2.27433309421e-20	1.0	8.11825493406e-18	-1.424653169e-20	6.50163961467e-21	1.0	-1348952256.94	-11450695.9623	-13861897.0656	-11552361.2972	-693345056.546	22213213.4921	-13984958.78	22213210.2197	-710980298.982
245	nan	nan	1	1	32.0	32.0	32.0	0.991	7.57035696609e-21	-2.78607065492e-18	-1.69820179757e-20	1.0	-4.97873475969e-18	-3.27613153408e-20	-3.95044916943e-20	1.0	-1371234438.49	-11636306.4436	-13935830.9566	-11741989.1266	-713666885.644	22467447.9978	-14062386.3184	22467444.3927	-731186683.7
246	nan	nan	1	1	32.0	32.0	32.0	0.9908	5.07888896108e-21	-1.08493422733e-19	-1.27352727109e-20	1.0	-1.01877135885e-17	-5.84733975014e-20	-1.11752100756e-20	1.0	-1393501310.2	-11818008.5539	-14008282.5035	-11927748.6091	-733997876.642	22717967.9212	-14138349.5749	22717964.4148	-751395643.598
247	nan	nan	1	1	32.0	32.0	32.0	0.9906	3.47051897803e-20	-2.53812512746e-18	-1.26790244292e-20	1.0	-3.73302805414e-18	-3.73860821456e-20	3.75539998099e-21	1.0	-1415753319.7	-11995824.6871	-14079235.6469	-12109660.5266	-754337787.685	22964901.1796	-14212830.3277	22964897.3416	-771606953.966
248	nan	nan	1	1	32.0	32.0	32.0	0.9904	-4.23450299178e-20	2.89462384145e-18	-1.32886565407e-20	1.0	9.70002196143e-18	-1.20280332871e-20	-1.03096482826e-19	1.0	-1437990771.81	-12169734.7976	-14148672.4757	-12287701.6999	-774686365.623	23208274.4701	-14285810.7672	23208270.6909	-791820565.426
249	nan	nan	1	1	32.0	32.0	32.0	0.9902	-2.87991202066e-20	-2.37867448386e-18	-1.34780809009e-20	1.0	1.04469553012e-17	7.39664903745e-21	1.55733293925e-20	1.0	-1460214077.1	-12339763.3553	-14216575.0685	-12461895.1927	-795043369.118	23448200.7268	-14357270.6691	23448196.6431	-812036293.355
250	nan	nan	1	1	32.0	32.0	32.0	0.99	7.08860697733e-20	-3.86150740125e-18	-2.47641331786e-20	1.0	1.58562086184e-18	3.00283105969e-20	-1.22323882575e-19	1.0	-1482423506.01	-12505891.4715	-14282926.8746	-12632218.8285	-815408554.151	23684694.4863	-14427193.6664	23684690.4483	-832254116.101
